,Date,Gold_YF,DXY,TNX,VIX,CrdOil,Cu,Ag,NatGas,Corn,Soya,Cattle,Coco,Coffee,Cotton,VIX_PCE
32,2000-10-16,271.5,116.38999938964844,5.739999771118164,26.790000915527344,33.099998474121094,0.8914999961853027,4.88100004196167,5.355000019073486,204.0,465.0,,806.0,85.6500015258789,62.70000076293945,0.8359262885739417
33,2000-10-17,271.1000061035156,115.88999938964844,5.664999961853027,27.84000015258789,32.95000076293945,0.8805000185966492,4.8429999351501465,5.460000038146973,203.25,467.75,,822.0,88.69999694824219,62.75,0.9606085675076417
34,2000-10-18,270.29998779296875,117.33000183105469,5.6570000648498535,28.719999313354492,33.54999923706055,0.8700000047683716,4.853000164031982,5.210000038146973,202.0,468.0,,816.0,88.25,62.02000045776367,1.0651041680294888
35,2000-10-19,270.1000061035156,116.94000244140625,5.6519999504089355,25.09000015258789,32.95000076293945,0.8709999918937683,4.828000068664551,4.960000038146973,203.0,468.0,,814.0,86.69999694824219,62.119998931884766,0.6340595044554146
36,2000-10-20,271.20001220703125,117.16000366210938,5.636000156402588,24.239999771118164,34.29999923706055,0.8600000143051147,4.828000068664551,4.936999797821045,,473.25,,788.0,84.1500015258789,62.91999816894531,0.533126112396151
37,2000-10-23,270.1000061035156,117.54000091552734,5.581999778747559,24.690000534057617,33.72999954223633,0.8654999732971191,4.785999774932861,5.072000026702881,200.75,468.5,,784.0,78.44999694824219,62.40999984741211,0.5865615042182113
38,2000-10-24,270.1000061035156,117.41999816894531,5.623000144958496,24.280000686645508,33.369998931884766,0.862500011920929,4.798999786376953,4.820000171661377,,463.5,,809.0,79.25,62.70000076293945,0.5378760256640366
39,2000-10-25,266.20001220703125,118.48999786376953,5.685999870300293,26.649999618530273,32.959999084472656,0.8504999876022339,4.763999938964844,4.650000095367432,199.5,467.25,,775.0,78.05000305175781,63.2599983215332,0.8193018186246727
40,2000-10-26,264.8999938964844,118.5,5.672999858856201,28.6200008392334,33.75,0.8289999961853027,4.730999946594238,4.65500020980835,198.0,467.0,,787.0,75.4000015258789,62.880001068115234,1.053229837836436
41,2000-10-27,264.3999938964844,117.38999938964844,5.710999965667725,26.469999313354492,32.70000076293945,0.8414999842643738,4.745999813079834,4.53000020980835,196.25,461.0,,762.0,75.5999984741211,63.13999938964844,0.7979276618958485
42,2000-10-30,264.29998779296875,117.25,5.728000164031982,25.459999084472656,32.810001373291016,0.8424999713897705,4.748000144958496,4.480000019073486,196.0,457.75,,757.0,73.5,63.9900016784668,0.6779950697417036
43,2000-10-31,264.8999938964844,116.6500015258789,5.756999969482422,23.6299991607666,32.689998626708984,0.8464999794960022,4.754000186920166,4.5,,455.25,,755.0,74.4000015258789,62.970001220703125,0.4606915204792094
44,2000-11-01,263.8999938964844,115.55999755859375,5.736000061035156,24.280000686645508,33.20000076293945,0.8330000042915344,4.77400016784668,4.685999870300293,,462.75,,753.0,73.9000015258789,62.56999969482422,0.5378760256640366
45,2000-11-02,264.3999938964844,115.61000061035156,5.739999771118164,23.920000076293945,32.540000915527344,0.8360000252723694,4.710999965667725,4.760000228881836,202.25,468.25,,764.0,74.25,62.90999984741211,0.49512771220638835
46,2000-11-03,264.6000061035156,114.97000122070312,5.803999900817871,23.670000076293945,32.599998474121094,0.8360000252723694,4.741000175476074,4.909999847412109,,473.5,,749.0,73.5999984741211,63.75,0.465441433747095
47,2000-11-06,264.5,115.69000244140625,5.855000019073486,24.520000457763672,32.86000061035156,0.824999988079071,4.761000156402588,4.848999977111816,209.5,475.0,,743.0,74.69999694824219,65.36000061035156,0.5663748258063586
48,2000-11-07,264.29998779296875,115.5199966430664,5.859000205993652,24.90999984741211,33.400001525878906,0.828499972820282,4.7210001945495605,5.079999923706055,211.25,473.5,,746.0,74.5999984741211,65.88999938964844,0.6126853477265904
49,2000-11-08,265.0,116.2300033569336,5.849999904632568,25.65999984741211,33.290000915527344,0.8345000147819519,4.738999843597412,5.340000152587891,213.5,475.5,,734.0,75.30000305175781,65.6500015258789,0.7017441831044705
50,2000-11-09,265.79998779296875,115.33999633789062,5.808000087738037,27.200000762939453,33.95000076293945,0.8379999995231628,4.749000072479248,5.445000171661377,211.25,474.0,,738.0,74.0,64.95999908447266,0.8846117671281164
51,2000-11-10,264.5,115.79000091552734,5.795000076293945,28.530000686645508,34.09000015258789,0.8364999890327454,4.706999778747559,5.460000038146973,,467.25,,730.0,74.1500015258789,65.4000015258789,1.0425427594720238
52,2000-11-13,264.29998779296875,115.69999694824219,5.761000156402588,29.059999465942383,34.43000030517578,0.8190000057220459,4.671999931335449,5.690000057220459,208.75,462.5,,709.0,71.44999694824219,65.31999969482422,1.1054775248531943
53,2000-11-14,264.8999938964844,116.22000122070312,5.74399995803833,26.809999465942383,34.849998474121094,0.8259999752044678,4.678999900817871,6.019999980926514,208.0,472.0,,694.0,71.4000015258789,64.81999969482422,0.838301018719554
54,2000-11-15,265.1000061035156,116.3499984741211,5.697999954223633,26.149999618530273,35.599998474121094,0.8259999752044678,4.671999931335449,6.239999771118164,208.5,478.5,,700.0,70.30000305175781,64.73999786376953,0.7599292617060859
55,2000-11-16,265.79998779296875,116.93000030517578,5.669000148773193,25.049999237060547,35.04999923706055,0.8184999823570251,4.659999847412109,5.789999961853027,208.25,481.0,,700.0,68.8499984741211,64.9800033569336,0.6293095911875289
56,2000-11-17,265.70001220703125,117.30999755859375,5.693999767303467,24.809999465942383,35.599998474121094,0.8220000267028809,4.644999980926514,6.119999885559082,209.25,479.0,,700.0,68.55000305175781,64.69999694824219,0.600810791045207
57,2000-11-20,266.29998779296875,117.3499984741211,5.664000034332275,27.43000030517578,35.220001220703125,0.8220000267028809,4.642000198364258,6.239999771118164,212.25,490.75,,696.0,70.3499984741211,64.58000183105469,0.911923088953467
58,2000-11-21,265.70001220703125,117.94999694824219,5.659999847412109,26.6200008392334,35.150001525878906,0.8289999961853027,4.626999855041504,6.409999847412109,210.25,491.25,,700.0,68.55000305175781,63.15999984741211,0.815739610162089
59,2000-11-22,266.29998779296875,117.8499984741211,5.5929999351501465,27.709999084472656,35.400001525878906,0.8195000290870667,4.625,6.577000141143799,210.25,491.0,,690.0,68.30000305175781,64.4000015258789,0.945171575875344
60,2000-11-23,,118.08999633789062,,,,,,,,,,,,,
61,2000-11-24,,118.4800033569336,5.622000217437744,26.0,,,,,210.75,495.25,,,,,0.742117539928176
62,2000-11-27,270.1000061035156,117.0999984741211,5.625999927520752,26.93000030517578,35.380001068115234,0.8464999794960022,4.695000171661377,6.380000114440918,212.5,507.5,,682.0,68.0,65.1500015258789,0.8525505320348802
63,2000-11-28,269.79998779296875,116.58000183105469,5.589000225067139,27.639999389648438,34.25,0.8610000014305115,4.697999954223633,6.070000171661377,209.75,497.0,,699.0,69.5,64.30000305175781,0.9368594541448747
64,2000-11-29,266.3999938964844,116.61000061035156,5.543000221252441,27.489999771118164,34.630001068115234,0.8519999980926514,4.614999771118164,6.179999828338623,207.5,505.5,,702.0,70.0999984741211,65.02999877929688,0.9190477323669648
65,2000-11-30,270.1000061035156,115.23999786376953,5.439000129699707,29.649999618530273,33.79999923706055,0.8410000205039978,4.673999786376953,6.579999923706055,205.0,502.0,,704.0,67.19999694824219,65.2300033569336,1.175537160136193
66,2000-12-01,268.70001220703125,114.7300033569336,5.513000011444092,27.479999542236328,32.04999923706055,0.859499990940094,4.639999866485596,6.675000190734863,209.0,506.75,,703.0,67.0,64.3499984741211,0.9178602540499934
67,2000-12-04,270.70001220703125,113.70999908447266,5.521999835968018,27.780000686645508,31.299999237060547,0.8604999780654907,4.714000225067139,7.449999809265137,210.0,505.25,,716.0,67.30000305175781,64.6500015258789,0.9534839240941437
68,2000-12-05,270.3999938964844,114.47000122070312,5.429999828338623,24.989999771118164,29.549999237060547,0.8690000176429749,4.703999996185303,7.409999847412109,,502.0,,708.0,66.5,64.3499984741211,0.6221849477740311
69,2000-12-06,274.29998779296875,113.30999755859375,5.318999767303467,25.06999969482422,29.850000381469727,0.8769999742507935,4.754000186920166,8.449999809265137,,499.75,,696.0,66.1500015258789,64.33999633789062,0.6316845478214718
70,2000-12-07,273.20001220703125,113.54000091552734,5.298999786376953,25.34000015258789,29.360000610351562,0.8784999847412109,4.723999977111816,8.399999618530273,,509.75,,707.0,66.3499984741211,67.25,0.6637457829147079
71,2000-12-08,272.20001220703125,114.05000305175781,5.343999862670898,22.40999984741211,28.5,0.887499988079071,4.6479997634887695,8.585000038146973,,500.0,,708.0,63.650001525878906,67.12999725341797,0.31582256313365675
72,2000-12-11,270.20001220703125,114.29000091552734,5.360000133514404,23.510000228881836,29.450000762939453,0.8895000219345093,4.656000137329102,9.420000076293945,,509.0,,696.0,64.0999984741211,67.41999816894531,0.4464422336522137
73,2000-12-12,270.29998779296875,114.26000213623047,5.3429999351501465,24.8799991607666,29.690000534057617,0.8834999799728394,4.659999847412109,8.199999809265137,,512.0,,674.0,64.19999694824219,65.58999633789062,0.6091229127756762
74,2000-12-13,268.6000061035156,114.70999908447266,5.2779998779296875,23.6299991607666,28.5,0.8805000185966492,4.623000144958496,7.599999904632568,,506.0,,692.0,63.75,65.02999877929688,0.4606915204792094
75,2000-12-14,269.0,113.37999725341797,5.2129998207092285,24.860000610351562,27.899999618530273,0.8889999985694885,4.5980000495910645,7.413000106811523,,508.75,,729.0,61.54999923706055,65.69000244140625,0.606748182630064
76,2000-12-15,270.3999938964844,112.9000015258789,5.176000118255615,26.549999237060547,28.850000381469727,0.8725000023841858,4.563000202178955,8.399999618530273,,505.0,,733.0,62.900001525878906,65.37000274658203,0.8074272619432892
77,2000-12-18,269.70001220703125,113.06999969482422,5.156000137329102,27.700000762939453,29.649999618530273,0.8744999766349792,4.574999809265137,8.527000427246094,215.5,513.0,,729.0,62.70000076293945,65.0999984741211,0.9439843240467031
78,2000-12-19,269.70001220703125,113.20999908447266,5.184000015258789,27.170000076293945,28.799999237060547,0.8740000128746033,4.585000038146973,9.10200023651123,,508.0,,721.0,65.05000305175781,65.0,0.8810493321772022
79,2000-12-20,272.5,111.97000122070312,5.074999809265137,31.739999771118164,25.670000076293945,0.8629999756813049,4.5960001945495605,9.359999656677246,,512.0,,745.0,65.44999694824219,65.62999725341797,1.4237144661749521
80,2000-12-21,273.70001220703125,111.51000213623047,5.0229997634887695,29.65999984741211,26.049999237060547,0.8560000061988831,4.598999977111816,9.850000381469727,218.0,507.25,,769.0,66.55000305175781,65.33000183105469,1.1767246384531644
81,2000-12-22,273.70001220703125,110.81999969482422,5.001999855041504,27.549999237060547,26.18000030517578,0.8600000143051147,4.611000061035156,9.579000473022461,,511.0,,765.0,65.4000015258789,64.30999755859375,0.9261723757804626
82,2000-12-26,274.1000061035156,110.30999755859375,5.021999835968018,28.729999542236328,26.649999618530273,0.8634999990463257,4.623000144958496,9.800000190734863,220.0,505.25,,769.0,67.30000305175781,63.189998626708984,1.0662916463464602
83,2000-12-27,275.20001220703125,110.31999969482422,5.085999965667725,28.139999389648438,26.450000762939453,0.8475000262260437,4.583000183105469,10.039999961853027,220.25,501.75,,775.0,66.4000015258789,63.2599983215332,0.9962320110634615
84,2000-12-28,271.70001220703125,110.37999725341797,5.113999843597412,26.56999969482422,25.850000381469727,0.8525000214576721,4.586999893188477,9.262999534606934,221.0,499.0,,766.0,67.3499984741211,63.41999816894531,0.809802218577232
85,2000-12-29,272.0,109.55999755859375,5.110000133514404,26.850000381469727,26.799999237060547,0.8464999794960022,4.585000038146973,9.774999618530273,222.5,499.0,,758.0,65.55000305175781,62.279998779296875,0.8430509319874395
86,2001-01-02,268.3999938964844,108.7699966430664,4.916999816894531,29.989999771118164,27.200000762939453,0.8180000185966492,4.545000076293945,8.36400032043457,222.5,500.0,,778.0,63.400001525878906,60.349998474121094,1.2159105169598985
87,2001-01-03,268.0,110.16999816894531,5.0970001220703125,26.600000381469727,27.950000762939453,0.8234999775886536,4.489999771118164,8.220000267028809,,493.75,,753.0,63.45000076293945,60.959999084472656,0.8133646535281461
88,2001-01-04,267.29998779296875,108.80999755859375,5.013000011444092,26.969999313354492,28.200000762939453,0.8149999976158142,4.5320000648498535,9.0,,499.5,,768.0,63.349998474121094,59.61000061035156,0.8573002188144353
89,2001-01-05,268.0,108.41999816894531,4.947999954223633,28.670000076293945,28.0,0.8320000171661377,4.554999828338623,9.25,,493.75,,813.0,64.3499984741211,59.41999816894531,1.0591670029329623
90,2001-01-08,268.0,108.86000061035156,4.896999835968018,29.84000015258789,27.350000381469727,0.8330000042915344,4.545000076293945,9.699999809265137,,488.0,,813.0,63.849998474121094,60.22999954223633,1.1980987951819886
91,2001-01-09,267.5,109.5199966430664,4.964000225067139,27.989999771118164,27.719999313354492,0.8299999833106995,4.550000190734863,9.800000190734863,,491.0,,798.0,63.79999923706055,59.869998931884766,0.9784202892855516
92,2001-01-10,264.70001220703125,109.86000061035156,5.084000110626221,26.799999237060547,29.5,0.8309999704360962,4.534999847412109,9.180000305175781,,490.5,,809.0,63.349998474121094,60.34000015258789,0.8371135404025826
93,2001-01-11,264.0,109.01000213623047,5.116000175476074,25.790000915527344,29.5,0.8324999809265137,4.557000160217285,8.710000038146973,,482.0,,849.0,63.599998474121094,60.869998931884766,0.7171811747367682
94,2001-01-12,263.8999938964844,109.36000061035156,5.230000019073486,24.559999465942383,30.049999237060547,0.8445000052452087,4.622000217437744,8.472000122070312,,479.25,,860.0,65.0,61.119998931884766,0.5711245125859136
95,2001-01-15,,109.97000122070312,,,,,,,,,,,,,
96,2001-01-16,263.29998779296875,110.11000061035156,5.234000205993652,25.280000686645508,30.350000381469727,0.824999988079071,4.677000045776367,8.102999687194824,218.5,481.0,,911.0,67.4000015258789,60.959999084472656,0.65662113950121
97,2001-01-17,263.20001220703125,110.80999755859375,5.156000137329102,24.93000030517578,29.649999618530273,0.8314999938011169,4.710000038146973,6.908999919891357,216.25,477.0,,990.0,70.19999694824219,60.52000045776367,0.6150603043605333
98,2001-01-18,264.20001220703125,109.94000244140625,5.09499979019165,23.3700008392334,30.450000762939453,0.8669999837875366,4.794000148773193,7.136000156402588,218.75,473.5,,996.0,66.75,60.5,0.42981799019127515
99,2001-01-19,264.29998779296875,110.66000366210938,5.173999786376953,23.239999771118164,32.099998474121094,0.8529999852180481,4.749000072479248,7.480000019073486,218.5,476.0,,957.0,68.30000305175781,60.630001068115234,0.41438099855897753
100,2001-01-22,266.3999938964844,110.23999786376953,5.2210001945495605,23.25,32.0,0.8495000004768372,4.77400016784668,7.456999778747559,214.5,469.5,,1005.0,71.25,59.36000061035156,0.4155684768759489
101,2001-01-23,266.1000061035156,110.23999786376953,5.27400016784668,21.56999969482422,29.56999969482422,0.8510000109672546,4.776000022888184,6.946000099182129,216.5,477.5,,1000.0,69.8499984741211,59.279998779296875,0.2160766493913646
102,2001-01-24,264.29998779296875,111.68000030517578,5.302999973297119,22.030000686645508,29.049999237060547,0.8399999737739563,4.76800012588501,7.119999885559082,214.25,468.0,,989.0,70.05000305175781,61.11000061035156,0.2706995195303963
103,2001-01-25,264.5,111.61000061035156,5.269999980926514,22.639999389648438,29.360000610351562,0.8389999866485596,4.784999847412109,7.269999980926514,214.5,469.0,,1004.0,67.8499984741211,60.599998474121094,0.3431338849590073
104,2001-01-26,262.79998779296875,111.45999908447266,5.252999782562256,22.56999969482422,29.780000686645508,0.8389999866485596,4.804999828338623,7.28000020980835,214.0,467.0,,1056.0,67.0999984741211,61.25,0.33482176322853807
105,2001-01-29,262.79998779296875,111.7699966430664,5.295000076293945,22.610000610351562,29.059999465942383,0.8335000276565552,4.802999973297119,6.619999885559082,208.75,459.75,,1045.0,65.4000015258789,60.95000076293945,0.33957167649642367
106,2001-01-30,265.5,110.9800033569336,5.211999893188477,22.56999969482422,29.059999465942383,0.840499997138977,4.796000003814697,6.0970001220703125,208.75,461.25,,1056.0,64.19999694824219,62.0099983215332,0.33482176322853807
107,2001-01-31,265.6000061035156,110.5199966430664,5.178999900817871,22.020000457763672,28.700000762939453,0.8485000133514404,4.790999889373779,5.650000095367432,208.5,459.75,,1020.0,63.75,61.36000061035156,0.26951204121342487
108,2001-02-01,268.5,109.66000366210938,5.060999870300293,21.65999984741211,29.799999237060547,0.8500000238418579,4.789999961853027,6.400000095367432,208.5,458.25,,1051.0,64.69999694824219,59.43000030517578,0.22676372775577663
109,2001-02-02,267.1000061035156,110.31999969482422,5.138000011444092,21.950000762939453,31.25,0.843999981880188,4.76800012588501,6.743000030517578,211.5,463.0,,1048.0,63.20000076293945,59.7599983215332,0.2611999194829556
110,2001-02-05,265.20001220703125,109.88999938964844,5.145999908447266,22.190000534057617,30.5,0.8295000195503235,4.677999973297119,5.705999851226807,213.0,468.0,,1065.0,62.70000076293945,60.150001525878906,0.28969871962527755
111,2001-02-06,263.29998779296875,110.7699966430664,5.195000171661377,21.979999542236328,30.350000381469727,0.8309999704360962,4.6529998779296875,5.763999938964844,211.5,461.0,,1086.0,62.20000076293945,60.22999954223633,0.26476212794553927
112,2001-02-07,262.79998779296875,110.88999938964844,5.178999900817871,21.670000076293945,31.200000762939453,0.8295000195503235,4.611000061035156,6.25,214.0,465.25,,1044.0,61.75,59.20000076293945,0.22795120607274802
113,2001-02-08,260.1000061035156,112.05999755859375,5.098999977111816,21.459999084472656,31.559999465942383,0.8295000195503235,4.559999942779541,6.170000076293945,211.25,463.0,,1005.0,62.0,59.04999923706055,0.20301461439300972
114,2001-02-09,259.8999938964844,111.5199966430664,5.015999794006348,22.030000686645508,31.049999237060547,0.8199999928474426,4.552999973297119,6.210000038146973,210.25,453.0,,1012.0,62.650001525878906,58.369998931884766,0.2706995195303963
115,2001-02-12,260.70001220703125,111.19000244140625,5.047999858856201,21.920000076293945,30.549999237060547,0.8174999952316284,4.552999973297119,5.809999942779541,209.75,456.5,,1037.0,62.29999923706055,58.900001525878906,0.2576374845320414
116,2001-02-13,260.29998779296875,111.95999908447266,5.067999839782715,21.3700008392334,30.34000015258789,0.8245000243186951,4.552999973297119,6.019999980926514,,450.0,,1073.0,62.79999923706055,59.529998779296875,0.1923277625169282
117,2001-02-14,259.3999938964844,112.04000091552734,5.105000019073486,21.520000457763672,29.75,0.8215000033378601,4.579999923706055,5.510000228881836,210.25,451.25,,1070.0,62.79999923706055,61.45000076293945,0.2101394842948381
118,2001-02-15,255.10000610351562,113.19999694824219,5.177999973297119,20.270000457763672,28.799999237060547,0.8270000219345093,4.513000011444092,5.59499979019165,213.5,453.25,,1065.0,61.5,59.529998779296875,0.06170809199837127
119,2001-02-16,258.20001220703125,112.26000213623047,5.0929999351501465,22.1200008392334,29.15999984741211,0.824999988079071,4.48799991607666,5.567999839782715,213.0,451.75,,1137.0,59.79999923706055,59.52000045776367,0.2813865978948083
120,2001-02-19,,111.91999816894531,,,,,,,,,,,,,
121,2001-02-20,256.1000061035156,112.81999969482422,5.0970001220703125,24.690000534057617,28.579999923706055,0.8190000057220459,4.418000221252441,5.269999980926514,212.5,458.5,,1140.0,62.75,57.630001068115234,0.5865615042182113
122,2001-02-21,258.20001220703125,113.12000274658203,5.129000186920166,25.75,28.549999237060547,0.8009999990463257,4.406000137329102,5.150000095367432,212.0,454.0,,1189.0,63.150001525878906,55.7599983215332,0.7124312614688826
123,2001-02-22,258.5,113.33999633789062,5.1539998054504395,26.760000228881836,28.81999969482422,0.8009999990463257,4.413000106811523,5.139999866485596,210.0,459.0,,1149.0,62.849998474121094,54.86000061035156,0.8323638536230274
124,2001-02-23,260.8999938964844,112.02999877929688,5.079999923706055,27.209999084472656,29.0,0.7954999804496765,4.431000232696533,5.150000095367432,,448.0,,1160.0,64.94999694824219,55.08000183105469,0.8857990189567573
125,2001-02-26,265.79998779296875,112.7699966430664,5.035999774932861,25.43000030517578,28.440000534057617,0.8040000200271606,4.442999839782715,5.059999942779541,209.75,447.75,,1120.0,63.900001525878906,53.08000183105469,0.6744328612791199
126,2001-02-27,267.3999938964844,112.33999633789062,4.955999851226807,26.489999771118164,28.1200008392334,0.8009999990463257,4.414000034332275,5.289999961853027,209.5,450.5,,1130.0,64.4000015258789,52.099998474121094,0.8003026185297913
127,2001-02-28,266.79998779296875,112.01000213623047,4.9079999923706055,28.350000381469727,27.420000076293945,0.8100000023841858,4.4720001220703125,5.244999885559082,211.25,454.75,,1131.0,63.900001525878906,52.599998474121094,1.0211686027431999
128,2001-03-01,265.20001220703125,111.27999877929688,4.855999946594238,28.079999923706055,27.649999618530273,0.8209999799728394,4.394999980926514,5.184999942779541,214.5,453.75,77.75,1116.0,62.75,53.04999923706055,0.9891073676499635
129,2001-03-02,262.1000061035156,111.16999816894531,4.942999839782715,27.43000030517578,27.84000015258789,0.8245000243186951,4.419000148773193,5.275000095367432,217.0,460.0,77.5,1164.0,63.29999923706055,53.5,0.911923088953467
